scheme_code,scheme_name,date,nav
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,07-05-2025,593.33790
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,06-05-2025,591.12800
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,05-05-2025,603.11370
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,02-05-2025,593.85910
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,30-04-2025,595.41830
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,29-04-2025,599.87070
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,28-04-2025,601.25370
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,25-04-2025,592.65500
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,24-04-2025,606.18810
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,23-04-2025,606.49100
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,22-04-2025,602.02610
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,21-04-2025,600.63700
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,17-04-2025,595.03910
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,16-04-2025,589.91470
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,15-04-2025,584.07550
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,11-04-2025,568.62970
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,09-04-2025,559.41420
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,08-04-2025,563.67640
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,07-04-2025,551.17300
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,04-04-2025,570.26190
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,03-04-2025,589.62070
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,02-04-2025,586.45620
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,01-04-2025,581.26750
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,31-03-2025,584.21250
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,28-03-2025,584.27040
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,27-03-2025,588.80010
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,26-03-2025,578.59830
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,25-03-2025,585.18110
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,24-03-2025,591.53090
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,21-03-2025,584.91160
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,20-03-2025,578.88550
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,19-03-2025,573.65060
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,18-03-2025,564.75010
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,17-03-2025,555.41100
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,13-03-2025,555.08530
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,12-03-2025,558.99980
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,11-03-2025,558.53960
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,10-03-2025,559.53450
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,07-03-2025,567.83320
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,06-03-2025,565.85360
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,05-03-2025,559.77340
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,04-03-2025,545.13340
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,03-03-2025,542.54470
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,28-02-2025,545.08490
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,27-02-2025,557.03360
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,25-02-2025,564.66670
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,24-02-2025,566.84340
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,21-02-2025,571.85940
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,20-02-2025,573.48070
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,19-02-2025,570.18670
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,18-02-2025,563.51710
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,17-02-2025,568.57620
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,14-02-2025,567.69110
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,13-02-2025,580.33970
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,12-02-2025,581.46970
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,11-02-2025,582.45620
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,10-02-2025,596.84200
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,07-02-2025,608.41730
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,06-02-2025,611.49980
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,05-02-2025,614.13980
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,04-02-2025,611.58650
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,03-02-2025,598.75240
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,31-01-2025,612.29920
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,30-01-2025,602.16830
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,29-01-2025,601.00220
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,28-01-2025,588.40050
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,27-01-2025,591.53260
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,24-01-2025,606.95300
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,23-01-2025,616.58690
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,22-01-2025,614.25070
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,21-01-2025,619.00810
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,20-01-2025,628.81020
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,17-01-2025,627.85150
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,16-01-2025,622.16580
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,15-01-2025,614.79800
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,14-01-2025,613.99970
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,13-01-2025,600.68360
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,10-01-2025,620.35120
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,09-01-2025,631.46880
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,08-01-2025,640.47060
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,07-01-2025,643.80190
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,06-01-2025,631.79160
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,03-01-2025,650.49400
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,02-01-2025,650.34450
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,01-01-2025,644.80160
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,31-12-2024,640.43290
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,30-12-2024,636.57980
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,27-12-2024,636.58850
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,26-12-2024,636.45680
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,24-12-2024,638.37240
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,23-12-2024,637.83860
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,20-12-2024,635.61250
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,19-12-2024,645.98040
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,18-12-2024,653.26620
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,17-12-2024,657.47500
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,16-12-2024,665.87760
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,13-12-2024,665.90060
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,12-12-2024,663.37620
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,11-12-2024,669.17300
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,10-12-2024,665.59620
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,09-12-2024,666.97130
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,06-12-2024,669.59860
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,05-12-2024,670.30840
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,04-12-2024,668.69210
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,03-12-2024,666.76460
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,02-12-2024,662.11970
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,29-11-2024,661.31670
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,28-11-2024,655.20710
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,27-11-2024,651.81180
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,26-11-2024,643.52890
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,25-11-2024,640.74810
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,22-11-2024,630.54890
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,21-11-2024,620.21650
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,19-11-2024,633.12750
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,18-11-2024,634.49280
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,14-11-2024,634.61040
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,13-11-2024,630.06850
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,12-11-2024,643.68080
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,11-11-2024,652.20660
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,08-11-2024,659.53660
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,07-11-2024,668.50070
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,06-11-2024,672.77230
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,05-11-2024,661.73590
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,04-11-2024,658.96250
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,31-10-2024,664.03700
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,30-10-2024,664.15650
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,29-10-2024,656.63520
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,28-10-2024,650.28990
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,25-10-2024,643.06060
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,24-10-2024,655.43300
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,23-10-2024,659.17090
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,22-10-2024,659.16870
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,21-10-2024,677.19780
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,18-10-2024,684.28920
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,17-10-2024,683.89810
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,16-10-2024,692.12700
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,15-10-2024,693.01320
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,14-10-2024,693.25550
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,11-10-2024,692.67660
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,10-10-2024,689.80700
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,09-10-2024,692.83400
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,08-10-2024,692.09500
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,07-10-2024,679.45100
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,04-10-2024,693.78650
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,03-10-2024,699.45780
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,01-10-2024,714.56070
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,30-09-2024,715.12620
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,27-09-2024,720.88730
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,26-09-2024,718.65680
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,25-09-2024,716.35180
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,24-09-2024,717.75880
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,23-09-2024,717.87800
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,20-09-2024,712.39470
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,19-09-2024,707.42430
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,18-09-2024,712.59490
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,17-09-2024,717.04760
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,16-09-2024,718.50800
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,13-09-2024,718.62470
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,12-09-2024,717.79960
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,11-09-2024,710.77870
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,10-09-2024,716.01440
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,09-09-2024,710.68470
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,06-09-2024,712.44380
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,05-09-2024,720.34350
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,04-09-2024,722.42720
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,03-09-2024,722.89660
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,02-09-2024,722.79720
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,30-08-2024,719.30690
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,29-08-2024,720.00530
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,28-08-2024,720.03230
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,27-08-2024,722.98510
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,26-08-2024,723.90410
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,23-08-2024,721.55190
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,22-08-2024,724.08970
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,21-08-2024,723.54230
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,20-08-2024,718.74630
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,19-08-2024,712.88790
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,16-08-2024,707.54880
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,14-08-2024,698.35920
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,13-08-2024,702.20320
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,12-08-2024,708.21100
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,09-08-2024,710.87490
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,08-08-2024,709.20090
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,07-08-2024,709.47780
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,06-08-2024,695.28800
