scheme_code,scheme_name,date,nav
100477,Taurus Mid Cap Fund - Regular Plan - Growth,21-05-2025,118.20000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,20-05-2025,116.72000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,19-05-2025,118.40000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,16-05-2025,118.31000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,15-05-2025,117.19000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,14-05-2025,116.26000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,13-05-2025,115.04000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,12-05-2025,114.10000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,09-05-2025,110.31000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,08-05-2025,110.44000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,07-05-2025,112.08000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,06-05-2025,110.42000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,05-05-2025,113.05000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,02-05-2025,111.67000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,30-04-2025,111.85000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,29-04-2025,113.35000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,28-04-2025,113.18000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,25-04-2025,111.71000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,24-04-2025,114.58000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,23-04-2025,114.29000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,22-04-2025,113.23000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,21-04-2025,113.15000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,17-04-2025,110.77000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,16-04-2025,109.89000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,15-04-2025,108.68000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,11-04-2025,105.56000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,09-04-2025,104.15000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,08-04-2025,104.77000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,07-04-2025,102.57000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,04-04-2025,106.66000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,03-04-2025,109.97000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,02-04-2025,108.99000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,01-04-2025,107.76000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,31-03-2025,107.68000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,28-03-2025,107.70000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,27-03-2025,108.26000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,26-03-2025,107.63000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,25-03-2025,108.68000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,24-03-2025,109.97000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,21-03-2025,109.05000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,20-03-2025,106.70000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,19-03-2025,106.34000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,18-03-2025,104.03000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,17-03-2025,101.96000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,13-03-2025,101.37000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,12-03-2025,102.13000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,11-03-2025,102.94000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,10-03-2025,102.53000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,07-03-2025,104.27000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,06-03-2025,104.57000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,05-03-2025,103.74000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,04-03-2025,101.16000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,03-03-2025,100.37000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,28-02-2025,99.98000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,27-02-2025,102.37000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,25-02-2025,102.70000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,24-02-2025,103.67000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,21-02-2025,104.98000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,20-02-2025,106.09000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,19-02-2025,105.07000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,18-02-2025,103.90000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,17-02-2025,105.04000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,14-02-2025,104.33000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,13-02-2025,107.21000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,12-02-2025,107.29000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,11-02-2025,107.67000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,10-02-2025,110.67000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,07-02-2025,112.68000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,06-02-2025,112.86000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,05-02-2025,113.33000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,04-02-2025,111.93000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,03-02-2025,110.37000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,31-01-2025,112.73000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,30-01-2025,111.28000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,29-01-2025,111.29000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,28-01-2025,109.25000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,27-01-2025,109.44000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,24-01-2025,112.17000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,23-01-2025,113.95000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,22-01-2025,112.37000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,21-01-2025,113.19000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,20-01-2025,115.09000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,17-01-2025,113.96000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,16-01-2025,114.06000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,15-01-2025,112.83000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,14-01-2025,112.33000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,13-01-2025,109.70000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,10-01-2025,113.80000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,09-01-2025,116.33000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,08-01-2025,117.82000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,07-01-2025,118.18000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,06-01-2025,117.22000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,03-01-2025,120.92000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,02-01-2025,121.19000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,01-01-2025,120.16000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,31-12-2024,119.26000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,30-12-2024,119.05000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,27-12-2024,118.94000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,26-12-2024,119.22000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,24-12-2024,119.09000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,23-12-2024,119.12000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,20-12-2024,118.95000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,19-12-2024,121.91000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,18-12-2024,122.34000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,17-12-2024,123.55000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,16-12-2024,125.28000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,13-12-2024,125.02000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,12-12-2024,125.10000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,11-12-2024,125.94000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,10-12-2024,125.45000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,09-12-2024,125.48000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,06-12-2024,125.46000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,05-12-2024,124.87000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,04-12-2024,124.72000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,03-12-2024,124.09000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,02-12-2024,122.77000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,29-11-2024,121.69000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,28-11-2024,121.68000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,27-11-2024,121.78000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,26-11-2024,120.77000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,25-11-2024,119.89000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,22-11-2024,117.91000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,21-11-2024,116.04000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,19-11-2024,117.14000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,18-11-2024,116.30000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,14-11-2024,116.94000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,13-11-2024,116.75000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,12-11-2024,119.84000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,11-11-2024,121.01000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,08-11-2024,121.65000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,07-11-2024,122.93000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,06-11-2024,123.54000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,05-11-2024,121.22000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,04-11-2024,120.19000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,31-10-2024,121.42000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,30-10-2024,121.57000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,29-10-2024,120.74000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,28-10-2024,119.98000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,25-10-2024,118.60000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,24-10-2024,121.40000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,23-10-2024,121.54000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,22-10-2024,121.02000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,21-10-2024,124.73000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,18-10-2024,126.79000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,17-10-2024,126.67000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,16-10-2024,128.26000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,15-10-2024,128.33000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,14-10-2024,127.72000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,11-10-2024,127.19000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,10-10-2024,126.49000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,09-10-2024,126.52000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,08-10-2024,125.62000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,07-10-2024,123.59000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,04-10-2024,127.38000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,03-10-2024,128.11000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,01-10-2024,130.47000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,30-09-2024,130.10000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,27-09-2024,130.04000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,26-09-2024,129.91000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,25-09-2024,129.59000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,24-09-2024,130.36000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,23-09-2024,129.31000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,20-09-2024,127.79000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,19-09-2024,127.08000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,18-09-2024,128.81000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,17-09-2024,129.87000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,16-09-2024,130.51000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,13-09-2024,131.50000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,12-09-2024,130.18000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,11-09-2024,128.54000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,10-09-2024,129.76000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,09-09-2024,128.85000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,06-09-2024,129.12000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,05-09-2024,131.31000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,04-09-2024,130.65000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,03-09-2024,131.18000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,02-09-2024,130.77000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,30-08-2024,131.09000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,29-08-2024,130.87000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,28-08-2024,131.22000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,27-08-2024,131.70000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,26-08-2024,131.10000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,23-08-2024,130.64000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,22-08-2024,131.25000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,21-08-2024,130.19000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,20-08-2024,129.18000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,19-08-2024,128.00000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,16-08-2024,127.05000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,14-08-2024,124.64000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,13-08-2024,125.88000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,12-08-2024,127.31000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,09-08-2024,126.83000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,08-08-2024,126.60000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,07-08-2024,126.85000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,06-08-2024,123.79000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,05-08-2024,124.59000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,02-08-2024,129.13000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,01-08-2024,130.14000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,31-07-2024,131.68000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,30-07-2024,131.17000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,29-07-2024,130.41000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,26-07-2024,129.41000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,25-07-2024,127.19000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,24-07-2024,126.75000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,23-07-2024,125.35000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,22-07-2024,125.49000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,19-07-2024,124.12000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,18-07-2024,126.96000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,16-07-2024,127.78000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,15-07-2024,127.39000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,12-07-2024,127.27000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,11-07-2024,127.26000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,10-07-2024,126.16000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,09-07-2024,127.08000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,08-07-2024,127.03000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,05-07-2024,127.69000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,04-07-2024,127.02000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,03-07-2024,126.67000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,02-07-2024,125.35000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,01-07-2024,125.33000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,28-06-2024,124.15000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,27-06-2024,123.67000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,26-06-2024,124.62000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,25-06-2024,125.06000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,24-06-2024,125.05000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,21-06-2024,124.76000
100477,Taurus Mid Cap Fund - Regular Plan - Growth,20-06-2024,125.01000
